sales_id;price;discount;discount_value
201;498040;0.1;49804
202;498040;0.1;49804
203;81440;0.1;8144
204;2438380;0.02;48768
205;7097340;0.01;70973
206;357560;0.02;7151
207;12091960;0.08;967357
208;113390;0.01;1134
209;2701062;0.01;27011
210;200800;0.06;12048
211;61020;0.09;5492
212;484720;0.08;38778
213;743880;0.05;37194
214;698860;0.04;27954
215;281320;0.0;0
216;30503000;0.06;1830180
217;68840;0.02;1377
218;71300;0.02;1426
219;399720;0.03;11992
220;44120;0.06;2647
221;296340;0.0;0
222;434500;0.07;30415
223;723300;0.08;57864
224;2077640;0.05;103882
225;1653947;0.01;16539
226;1998452;0.02;39969
227;4596640;0.06;275798
228;2336300;0.04;93452
229;363560;0.02;7271
230;2368640;0.09;213178
231;143880;0.01;1439
232;736360;0.07;51545
233;448940;0.08;35915
234;209700;0.07;14679
235;512000;0.03;15360
236;5509860;0.06;330592
237;9684420;0.03;290533
238;1231160;0.04;49246
239;142940;0.06;8576
240;1136671;0.02;22733
241;4314617;0.0;0
242;2726000;0.04;109040
243;2808440;0.1;280844
244;35040;0.05;1752
245;35040;0.05;1752
246;8547600;0.06;512856
247;384360;0.02;7687
248;967920;0.01;9679
249;1724400;0.1;172440
250;240060;0.02;4801
251;37840;0.0;0
252;474560;0.03;14237
253;649100;0.08;51928
254;2125918;0.07;148814
255;14937720;0.02;298754
256;1420656;0.02;28413
257;7021640;0.05;351082
258;563680;0.06;33821
259;450320;0.02;9006
260;410660;0.0;0
261;2736280;0.05;136814
262;4951660;0.09;445649
263;4411517;0.03;132346
264;1048400;0.04;41936
265;13106900;0.03;393207
266;994280;0.05;49714
267;221340;0.08;17707
268;449160;0.03;13475
269;61360;0.02;1227
270;108154;0.07;7571
271;1799940;0.09;161995
272;13579855;0.08;1086388
273;1496580;0.02;29932
274;5044420;0.0;0
275;1361717;0.05;68086
276;1519680;0.06;91181
277;588000;0.0;0
278;432600;0.01;4326
279;63200;0.1;6320
280;308360;0.08;24669
281;604400;0.04;24176
282;799160;0.04;31966
283;104780;0.08;8382
284;122180;0.04;4887
285;217740;0.05;10887
286;20103040;0.05;1005152
287;194260;0.05;9713
288;3047000;0.07;213290
289;1512300;0.06;90738
290;2647340;0.04;105894
291;94880;0.09;8539
292;102420;0.0;0
293;6964820;0.05;348241
294;1366920;0.09;123023
295;1200440;0.08;96035
296;128061;0.06;7684
297;17103088;0.03;513093
298;583320;0.08;46666
299;1006655;0.06;60399
300;343420;0.06;20605
301;2652080;0.02;53042
302;35780;0.04;1431
303;1234520;0.04;49381
304;1401460;0.08;112117
305;1335100;0.0;0
306;1402920;0.04;56117
307;11471580;0.08;917726
308;373860;0.07;26170
309;482200;0.07;33754
310;1247420;0.01;12474
311;8527863;0.04;341115
312;5400820;0.08;432066
313;3166120;0.05;158306
314;1513200;0.0;0
315;414380;0.01;4144
316;393480;0.09;35413
317;942480;0.07;65974
318;737320;0.01;7373
319;4464120;0.03;133924
320;774340;0.1;77434
321;337140;0.02;6743
322;827720;0.0;0
323;5457300;0.0;0
324;1471080;0.0;0
325;2120121;0.1;212012
326;398780;0.1;39878
327;3764240;0.05;188212
328;417200;0.0;0
329;1556760;0.01;15568
330;120720;0.03;3622
331;3872600;0.03;116178
332;28460;0.0;0
333;1687060;0.04;67482
334;13282280;0.05;664114
335;431860;0.08;34549
336;280480;0.05;14024
337;533880;0.09;48049
338;167620;0.09;15086
339;19005472;0.02;380109
340;11372500;0.04;454900
341;1926600;0.06;115596
342;189120;0.0;0
343;1424080;0.07;99686
344;566420;0.08;45314
345;1115700;0.05;55785
346;8523880;0.02;170478
347;4142679;0.06;248561
348;445820;0.05;22291
349;3269960;0.09;294296
350;408220;0.06;24493
351;2076800;0.01;20768
352;14882580;0.1;1488258
353;110900;0.01;1109
354;9793860;0.04;391754
355;867360;0.07;60715
356;1434580;0.01;14346
357;2846700;0.1;284670
358;1865784;0.05;93289
359;11955260;0.1;1195526
360;1812040;0.1;181204
361;869240;0.08;69539
362;1742500;0.06;104550
363;1216420;0.09;109478
364;571680;0.02;11434
365;4166105;0.09;374949
366;6491460;0.09;584231
367;218980;0.04;8759
368;566340;0.0;0
369;34000;0.07;2380
370;880780;0.05;44039
371;1180860;0.09;106277
372;6305500;0.04;252220
373;376100;0.04;15044
374;3363200;0.07;235424
375;10407800;0.07;728546
376;586600;0.04;23464
377;101860;0.06;6112
378;452360;0.01;4524
379;3713939;0.0;0
380;482380;0.08;38590
381;8355040;0.04;334202
382;318220;0.07;22275
383;2255620;0.1;225562
384;18587640;0.08;1487011
385;1850060;0.06;111004
386;1132240;0.03;33967
387;655220;0.07;45865
388;356800;0.04;14272
389;363660;0.03;10910
390;1904940;0.03;57148
391;5087900;0.04;203516
392;635900;0.1;63590
393;1874080;0.08;149926
394;808600;0.04;32344
395;618600;0.05;30930
396;889040;0.02;17781
397;1484420;0.03;44533
398;241120;0.07;16878
399;17324680;0.0;0
400;3379940;0.06;202796
401;224060;0.05;11203
402;5056980;0.07;353989
403;205000;0.1;20500
404;15566720;0.07;1089670
405;153220;0.09;13790
406;2966880;0.04;118675
407;1000960;0.08;80077
408;16442587;0.06;986555
409;597040;0.0;0
410;6413930;0.08;513114
411;13308780;0.1;1330878
412;478700;0.05;23935
413;5062700;0.09;455643
414;44900;0.03;1347
415;15530260;0.06;931816
416;4870640;0.09;438358
417;28800;0.1;2880
418;184120;0.1;18412
419;393000;0.08;31440
420;40667632;0.02;813353
421;3394880;0.06;203693
422;1144865;0.05;57243
423;644060;0.06;38644
424;21582760;0.08;1726621
425;53360;0.04;2134
426;246920;0.07;17284
427;1177080;0.04;47083
428;568760;0.04;22750
429;331020;0.08;26482
430;4093620;0.02;81872
431;57620;0.02;1152
432;69760;0.09;6278
433;2545660;0.04;101826
434;1766740;0.1;176674
435;46511220;0.0;0
436;46380;0.02;928
437;1278380;0.09;115054
438;124900;0.08;9992
439;305100;0.06;18306
440;15217760;0.06;913066
441;202680;0.06;12161
442;787180;0.06;47231
443;588080;0.03;17642
444;4579840;0.09;412186
445;3547720;0.06;212863
446;1730540;0.03;51916
447;683420;0.04;27337
448;1296520;0.07;90756
449;19501100;0.0;0
450;1671100;0.07;116977
451;2883140;0.07;201820
452;10032500;0.01;100325
453;1890060;0.0;0
454;651500;0.1;65150
455;186100;0.03;5583
456;67280;0.01;673
457;352300;0.01;3523
458;132860;0.01;1329
459;730440;0.04;29218
460;6459320;0.05;322966
461;1344920;0.1;134492
462;16446140;0.06;986768
463;519380;0.1;51938
464;10310700;0.0;0
465;1077020;0.0;0
466;7560860;0.05;378043
467;1277440;0.04;51098
468;3199080;0.0;0
469;2580413;0.06;154825
470;1717060;0.07;120194
471;490800;0.0;0
472;126660;0.0;0
473;1696400;0.06;101784
474;1285600;0.08;102848
475;6228100;0.01;62281
476;2144440;0.03;64333
477;3932520;0.06;235951
478;228340;0.01;2283
479;1307742;0.09;117697
480;4078164;0.01;40782
481;9422488;0.06;565349
482;2265080;0.0;0
483;3296660;0.07;230766
484;100700;0.05;5035
485;2988464;0.04;119539
486;2966980;0.02;59340
487;516380;0.1;51638
488;9242200;0.09;831798
489;310900;0.03;9327
490;686520;0.04;27461
491;269720;0.04;10789
492;7025800;0.08;562064
493;10372620;0.03;311179
494;1967560;0.04;78702
495;820300;0.01;8203
496;1179260;0.03;35378
497;673680;0.08;53894
498;4188240;0.0;0
499;447180;0.04;17887
500;577120;0.03;17314
501;12750560;0.06;765034
502;2001560;0.05;100078
503;331500;0.03;9945
504;85160;0.0;0
505;9154360;0.0;0
506;2164900;0.04;86596
507;46920;0.06;2815
508;4308680;0.1;430868
509;3399040;0.04;135962
510;2084500;0.08;166760
511;38219220;0.1;3821922
512;818160;0.1;81816
513;6795440;0.01;67954
514;119160;0.07;8341
515;1285800;0.07;90006
516;13800260;0.01;138003
517;2898420;0.06;173905
518;324500;0.05;16225
519;769800;0.07;53886
520;168180;0.02;3364
521;639380;0.0;0
522;279720;0.07;19580
523;54680;0.06;3281
524;200820;0.04;8033
525;2700680;0.1;270068
526;114480;0.04;4579
527;494420;0.02;9888
528;38000;0.01;380
529;84440;0.04;3378
530;491920;0.03;14758
531;2029740;0.04;81190
532;71020;0.02;1420
533;157860;0.04;6314
534;1216660;0.02;24333
535;311600;0.0;0
536;453300;0.0;0
537;2197012;0.05;109851
538;320540;0.06;19232
539;894660;0.03;26840
540;209640;0.02;4193
541;69760;0.06;4186
542;448180;0.0;0
543;768400;0.05;38420
544;12733040;0.07;891313
545;62020;0.03;1861
546;1062126;0.03;31864
547;542280;0.05;27114
548;611920;0.06;36715
549;97680;0.01;977
550;447480;0.01;4475
551;1263980;0.08;101118
552;827600;0.08;66208
553;205900;0.06;12354
554;131620;0.01;1316
555;5128900;0.01;51289
556;2488380;0.08;199070
557;415100;0.08;33208
558;2316900;0.1;231690
559;308900;0.09;27801
560;12266360;0.06;735982
561;5264951;0.01;52650
562;341620;0.1;34162
563;7560320;0.1;756032
564;2964020;0.02;59280
565;183500;0.07;12845
566;468180;0.01;4682
567;164860;0.04;6594
568;3672120;0.04;146885
569;1015280;0.04;40611
570;602720;0.09;54245
571;14004160;0.1;1400416
572;182860;0.08;14629
573;55980;0.06;3359
574;204920;0.08;16394
575;43280;0.08;3462
576;256000;0.09;23040
577;88200;0.04;3528
578;264620;0.02;5292
579;357020;0.0;0
580;3077731;0.05;153887
581;572140;0.07;40050
582;4950160;0.0;0
583;11240400;0.01;112404
584;2764620;0.03;82939
585;2820880;0.07;197462
586;536360;0.06;32182
587;1477380;0.1;147738
588;368180;0.07;25773
589;3292100;0.08;263368
590;15614900;0.02;312298
591;522000;0.04;20880
592;288120;0.01;2881
593;1405580;0.04;56223
594;479720;0.04;19189
595;3058028;0.07;214062
596;673680;0.08;53894
597;11355218;0.04;454209
598;2445360;0.06;146722
599;1784760;0.0;0
600;2898600;0.08;231888
601;3748740;0.08;299899
602;2952780;0.06;177167
603;99100;0.06;5946
604;1430800;0.08;114464
605;227500;0.0;0
606;266460;0.0;0
607;2813280;0.02;56266
608;6394900;0.08;511592
609;10807500;0.08;864600
610;4646720;0.08;371738
611;272820;0.0;0
612;1522460;0.0;0
613;374320;0.01;3743
614;352200;0.09;31698
615;88100;0.07;6167
616;1342060;0.07;93944
617;7600800;0.03;228024
618;26600;0.09;2394
619;7633180;0.01;76332
620;388580;0.1;38858
621;390980;0.05;19549
622;95860;0.04;3834
623;337100;0.05;16855
624;1878780;0.07;131515
625;558660;0.0;0
626;731860;0.05;36593
627;24400;0.01;244
628;340840;0.1;34084
629;1099840;0.09;98986
630;570160;0.08;45613
631;955009;0.09;85951
632;1555260;0.03;46658
633;3000340;0.06;180020
634;408980;0.05;20449
635;11145840;0.07;780209
636;7955940;0.06;477356
637;6233543;0.08;498683
638;1972544;0.02;39451
639;402740;0.1;40274
640;1879540;0.0;0
641;374560;0.06;22474
642;1527297;0.06;91638
643;24915260;0.08;1993221
644;64700;0.08;5176
645;234124;0.09;21071
646;144160;0.04;5766
647;5445700;0.08;435656
648;1838000;0.0;0
649;906491;0.05;45325
650;12553660;0.09;1129829
651;245020;0.06;14701
652;142080;0.07;9946
653;4465320;0.1;446532
654;355760;0.07;24903
655;506300;0.03;15189
656;166040;0.08;13283
657;106280;0.0;0
658;590740;0.04;23630
659;101380;0.04;4055
660;3731880;0.04;149275
661;1255280;0.05;62764
662;134900;0.05;6745
663;399880;0.01;3999
664;2564980;0.07;179549
665;692840;0.05;34642
666;4491560;0.05;224578
667;18836280;0.09;1695265
668;2181200;0.07;152684
669;3622600;0.07;253582
670;14072220;0.0;0
671;4709600;0.03;141288
672;41744320;0.03;1252330
673;304560;0.06;18274
674;251080;0.03;7532
675;456020;0.06;27361
676;115000;0.02;2300
677;1208760;0.09;108788
678;264720;0.05;13236
679;1970580;0.04;78823
680;647060;0.06;38824
681;236720;0.08;18938
682;58620;0.0;0
683;797520;0.07;55826
684;135160;0.09;12164
685;318480;0.09;28663
686;5269711;0.08;421577
687;8128100;0.06;487686
688;29360;0.06;1762
689;2652180;0.0;0
690;2374240;0.06;142454
691;4102032;0.02;82041
692;213560;0.0;0
693;158740;0.07;11112
694;436240;0.02;8725
695;236760;0.04;9470
696;507780;0.01;5078
697;3113740;0.04;124550
698;35440;0.02;709
699;131220;0.08;10498
700;9803980;0.04;392159
701;8611580;0.0;0
702;3983406;0.07;278838
703;5865980;0.07;410619
704;711380;0.09;64024
705;594100;0.09;53469
706;134700;0.07;9429
707;1714840;0.07;120039
708;893440;0.05;44672
709;32004580;0.09;2880412
710;7130540;0.04;285222
711;418040;0.04;16722
712;1459840;0.0;0
713;5186160;0.0;0
714;882860;0.06;52972
715;3425320;0.1;342532
716;620620;0.02;12412
717;493960;0.1;49396
718;466780;0.06;28007
719;270620;0.06;16237
720;363320;0.0;0
721;2389920;0.04;95597
722;368662;0.07;25806
723;257380;0.04;10295
724;1372540;0.06;82352
725;485260;0.0;0
726;9459700;0.03;283791
727;9704100;0.0;0
728;140660;0.1;14066
729;1355036;0.09;121953
730;604100;0.0;0
731;132240;0.09;11902
732;219720;0.07;15380
733;25958200;0.03;778746
734;4105640;0.05;205282
735;3811580;0.01;38116
736;137760;0.0;0
737;221580;0.1;22158
738;1647260;0.03;49418
739;7638840;0.1;763884
740;1295560;0.0;0
741;5385379;0.03;161561
742;205460;0.03;6164
743;334740;0.1;33474
744;4810915;0.01;48109
745;4325633;0.01;43256
746;799520;0.04;31981
747;529260;0.02;10585
748;478600;0.06;28716
749;6151660;0.03;184550
750;9600880;0.08;768070
751;413360;0.0;0
752;73500;0.06;4410
753;195720;0.04;7829
754;346880;0.05;17344
755;14955560;0.09;1346000
756;87940;0.04;3518
757;12305040;0.08;984403
758;40340;0.05;2017
759;391920;0.1;39192
760;13215840;0.06;792950
761;557880;0.01;5579
762;17098080;0.03;512942
763;1341880;0.02;26838
764;19088360;0.0;0
765;673820;0.1;67382
766;277040;0.03;8311
767;886700;0.02;17734
768;2162440;0.08;172995
769;10411660;0.08;832933
770;6832760;0.01;68328
771;9273240;0.1;927324
772;10280160;0.06;616810
773;1266160;0.04;50646
774;50680;0.1;5068
775;530700;0.02;10614
776;3618025;0.01;36180
777;63920;0.01;639
778;1534520;0.07;107416
779;147280;0.07;10310
780;1206694;0.08;96536
781;15627400;0.09;1406466
782;1015480;0.05;50774
783;362260;0.0;0
784;412080;0.0;0
785;1336780;0.07;93575
786;492000;0.1;49200
787;1742640;0.1;174264
788;936980;0.03;28109
789;8521460;0.07;596502
790;393500;0.03;11805
791;2954780;0.03;88643
792;1480280;0.06;88817
793;32940;0.1;3294
794;4048057;0.1;404806
795;8108116;0.09;729730
796;5666380;0.06;339983
797;643900;0.03;19317
798;2387240;0.08;190979
799;5561760;0.07;389323
800;67520;0.04;2701
801;99480;0.0;0
802;960780;0.01;9608
803;23809100;0.0;0
804;665900;0.05;33295
805;894720;0.01;8947
806;107860;0.04;4314
807;86520;0.1;8652
808;2381600;0.07;166712
809;243300;0.05;12165
810;527600;0.0;0
811;3870200;0.01;38702
812;37551520;0.03;1126546
813;895780;0.0;0
814;378380;0.08;30270
815;1395000;0.02;27900
816;994400;0.0;0
817;397440;0.01;3974
818;1910580;0.05;95529
819;218740;0.1;21874
820;368140;0.04;14726
821;1147940;0.05;57397
822;258320;0.07;18082
823;1687100;0.08;134968
824;521920;0.09;46973
825;527620;0.03;15829
826;121520;0.03;3646
827;7273820;0.0;0
828;55327840;0.05;2766392
829;5488722;0.01;54887
830;2403868;0.03;72116
831;413080;0.02;8262
832;636280;0.01;6363
833;354100;0.0;0
834;2368060;0.04;94722
835;9445660;0.01;94457
836;260320;0.1;26032
837;10120;0.01;101
838;207800;0.07;14546
839;2655180;0.05;132759
840;363220;0.03;10897
841;2871900;0.05;143595
842;293260;0.01;2933
843;377080;0.09;33937
844;719360;0.07;50355
845;555760;0.09;50018
846;24145800;0.04;965832
847;6838301;0.0;0
848;3718020;0.09;334622
849;260220;0.03;7807
850;476500;0.05;23825
851;3590980;0.05;179549
852;77520;0.1;7752
853;1102880;0.0;0
854;1668125;0.01;16681
855;835760;0.08;66861
856;987120;0.06;59227
857;720480;0.04;28819
858;420920;0.03;12628
859;391140;0.09;35203
860;1383040;0.03;41491
861;615300;0.07;43071
862;1117240;0.03;33517
863;1112900;0.08;89032
864;122920;0.08;9834
865;4274200;0.05;213710
866;271760;0.1;27176
867;1715900;0.08;137272
868;1324420;0.01;13244
869;201360;0.0;0
870;1692700;0.04;67708
871;885440;0.07;61981
872;45560;0.01;456
873;3612860;0.04;144514
874;3339760;0.02;66795
875;4036900;0.08;322952
876;175360;0.03;5261
877;289100;0.07;20237
878;151780;0.09;13660
879;1172220;0.11;128944
880;150280;0.05;7514
881;7748240;0.0;0
882;1680140;0.0;0
883;9579780;0.09;862180
884;861760;0.05;43088
885;164120;0.07;11488
886;1046220;0.05;52311
887;427420;0.06;25645
888;255480;0.04;10219
889;650480;0.05;32524
890;3530100;0.05;176505
891;25600;0.0;0
892;1418080;0.1;141808
893;258880;0.02;5178
894;19253720;0.08;1540298
895;1627070;0.0;0
896;36056140;0.02;721123
897;3761600;0.07;263312
898;237960;0.05;11898
899;1641129;0.09;147702
900;14972180;0.05;748609
901;441575;0.09;39742
902;320580;0.01;3206
903;249620;0.06;14977
904;1413360;0.1;141336
905;12816600;0.1;1281660
906;127420;0.01;1274
907;3503360;0.1;350336
908;870540;0.05;43527
909;3369920;0.08;269594
910;319020;0.04;12761
911;337320;0.08;26986
912;5121180;0.07;358483
913;4233240;0.06;253994
914;56360160;0.02;1127203
915;54100;0.0;0
916;13160320;0.1;1316032
917;11221680;0.07;785518
918;550120;0.05;27506
919;55920;0.17;9506
920;7398440;0.05;369922
921;795100;0.08;63608
922;902640;0.04;36106
923;9783720;0.02;195674
924;2435240;0.03;73057
925;165940;0.04;6638
926;1025660;0.01;10257
927;82460;0.09;7421
928;762399;0.08;60992
929;270400;0.02;5408
930;10856980;0.05;542849
931;10356340;0.03;310690
932;1126160;0.1;112616
933;384240;0.04;15370
934;112940;0.05;5647
935;432500;0.09;38925
936;3722720;0.0;0
937;398320;0.1;39832
938;1934540;0.07;135418
939;967480;0.02;19350
940;14904274;0.02;298085
941;346220;0.02;6924
942;2062120;0.03;61864
943;276620;0.07;19363
944;61240;0.01;612
945;4533400;0.07;317338
946;77980;0.09;7018
947;160660;0.09;14459
948;12488360;0.09;1123952
949;4039300;0.05;201965
950;111620;0.03;3349
951;322040;0.08;25763
952;1359900;0.08;108792
953;9813700;0.09;883233
954;4035000;0.03;121050
955;16937260;0.0;0
956;531760;0.05;26588
957;464420;0.0;0
958;383100;0.08;30648
959;1006340;0.01;10063
960;907980;0.05;45399
961;569160;0.03;17075
962;1981000;0.04;79240
963;1303800;0.16;208608
964;5150020;0.09;463502
965;170980;0.08;13678
966;137320;0.06;8239
967;402180;0.08;32174
968;383340;0.03;11500
969;5504000;0.06;330240
970;128920;0.01;1289
971;596240;0.09;53662
972;8823000;0.1;882300
973;426700;0.01;4267
974;894840;0.05;44742
975;181760;0.04;7270
976;58100;0.08;4648
977;2629280;0.03;78878
978;1277820;0.02;25556
979;4664460;0.02;93289
980;9220700;0.08;737656
981;497720;0.08;39818
982;563620;0.07;39453
983;486460;0.07;34052
984;255800;0.07;17906
985;221480;0.09;19933
986;147640;0.08;11811
987;309700;0.05;15485
988;2311167;0.04;92447
989;155140;0.0;0
990;1810640;0.02;36213
991;1265100;0.05;63255
992;128260;0.1;12826
993;985420;0.02;19708
994;1520497;0.04;60820
995;10082920;0.06;604975
996;2280520;0.04;91221
997;22207500;0.1;2220750
998;15931805;0.01;159318
999;6404500;0.09;576405
1000;57523040;0.04;2300922
1001;1501320;0.0;0
1002;11322160;0.0;0
1003;669420;0.01;6694
1004;3962520;0.07;277376
1005;3512920;0.01;35129
1006;98080;0.02;1962
1007;279080;0.01;2791
1008;70960;0.09;6386
1009;3516820;0.06;211009
1010;5533636;0.03;166009
1011;1379340;0.07;96554
1012;4439580;0.1;443958
1013;390460;0.08;31237
1014;6931940;0.08;554555
1015;209020;0.04;8361
1016;2129573;0.1;212957
1017;262180;0.01;2622
1018;248120;0.09;22331
1019;276100;0.09;24849
1020;866880;0.1;86688
1021;111180;0.03;3335
1022;224720;0.08;17978
1023;1125600;0.02;22512
1024;11089980;0.04;443599
1025;4023271;0.01;40233
1026;521180;0.09;46906
1027;150540;0.06;9032
1028;729600;0.01;7296
1029;31205860;0.0;0
1030;2237640;0.04;89506
1031;20012560;0.1;2001256
1032;399860;0.1;39986
1033;1669620;0.03;50089
1034;670700;0.05;33535
1035;3851660;0.09;346649
1036;1210200;0.04;48408
1037;227000;0.05;11350
1038;714860;0.08;57189
1039;3202640;0.04;128106
1040;529500;0.08;42360
1041;6734480;0.07;471414
1042;376140;0.0;0
1043;2562560;0.05;128128
1044;1866420;0.05;93321
1045;1496500;0.05;74825
1046;520780;0.09;46870
1047;7808240;0.07;546577
1048;371280;0.1;37128
1049;33460;0.08;2677
1050;1037600;0.1;103760
1051;85340;0.06;5120
1052;1381760;0.08;110541
1053;1648480;0.1;164848
1054;876940;0.02;17539
1055;461440;0.08;36915
1056;660440;0.07;46231
1057;643420;0.1;64342
1058;10396240;0.01;103962
1059;873960;0.07;61177
1060;273360;0.01;2734
1061;142240;0.1;14224
1062;1382180;0.08;110574
1063;666600;0.03;19998
1064;171540;0.03;5146
1065;108600;0.1;10860
1066;2819720;0.07;197380
1067;19686220;0.07;1378035
1068;7403041;0.05;370152
1069;14666900;0.07;1026683
1070;8513020;0.03;255391
1071;505980;0.08;40478
1072;34609700;0.05;1730485
1073;327780;0.02;6556
1074;309880;0.09;27889
1075;540860;0.07;37860
1076;2678500;0.03;80355
1077;2418740;0.09;217687
1078;808480;0.02;16170
1079;2614700;0.05;130735
1080;515940;0.03;15478
1081;1239540;0.02;24791
1082;15024060;0.09;1352165
1083;5707767;0.06;342466
1084;481260;0.02;9625
1085;384660;0.01;3847
1086;17200;0.09;1548
1087;3327660;0.1;332766
1088;530700;0.02;10614
1089;14762380;0.04;590495
1090;1890720;0.1;189072
1091;18092660;0.0;0
1092;6688220;0.03;200647
1093;926000;0.07;64820
1094;181500;0.02;3630
1095;226180;0.04;9047
1096;3206540;0.01;32065
1097;83060;0.04;3322
1098;4445220;0.02;88904
1099;1236393;0.02;24728
1100;10472280;0.05;523614
1101;396160;0.02;7923
1102;3107320;0.03;93220
1103;726320;0.08;58106
1104;109600;0.0;0
1105;103500;0.05;5175
1106;1545120;0.04;61805
1107;217460;0.04;8698
1108;618920;0.08;49514
1109;1753500;0.02;35070
1110;2336560;0.02;46731
1111;1228700;0.02;24574
1112;3870500;0.04;154820
1113;2393583;0.07;167551
1114;651940;0.02;13039
1115;2750753;0.03;82523
