customer_id;age_cust;gender;location;subscription_status;brand_id;purchased_id
166;42;Male;Kentucky;Yes;265;1266
167;46;Male;Delaware;Yes;266;1267
168;33;Male;Arkansas;Yes;267;1268
169;34;Male;Louisiana;Yes;268;1269
170;27;Male;Nevada;Yes;269;1270
171;52;Male;Wyoming;Yes;270;1271
172;29;Male;Virginia;Yes;271;1272
173;54;Male;Nebraska;Yes;272;1273
174;25;Male;Hawaii;Yes;273;1274
175;41;Male;Vermont;Yes;274;1275
176;53;Male;Oklahoma;Yes;275;1276
177;53;Male;New Hampshire;Yes;276;1277
178;21;Male;Kansas;Yes;277;1278
179;61;Male;Idaho;Yes;278;1279
180;64;Male;Illinois;Yes;279;1280
181;51;Male;South Dakota;Yes;280;1281
182;32;Male;Massachusetts;Yes;281;1282
183;38;Male;Alabama;Yes;282;1283
184;58;Male;Ohio;Yes;283;1284
185;32;Male;Hawaii;Yes;284;1285
186;46;Male;Wisconsin;Yes;285;1286
187;39;Male;Minnesota;Yes;286;1287
188;19;Male;Georgia;Yes;287;1288
189;50;Male;Arkansas;Yes;288;1289
190;36;Male;West Virginia;Yes;289;1290
191;65;Male;Indiana;Yes;290;1291
192;64;Male;Utah;Yes;291;1292
193;46;Male;Nebraska;Yes;292;1293
194;36;Male;North Dakota;Yes;293;1294
195;51;Male;Missouri;Yes;294;1295
196;51;Male;New York;Yes;295;1296
197;38;Male;Washington;Yes;296;1297
198;59;Male;South Carolina;Yes;297;1298
199;57;Male;Utah;Yes;298;1299
200;54;Male;Idaho;Yes;299;1300
201;25;Male;Pennsylvania;Yes;300;1301
202;69;Male;Missouri;Yes;301;1302
203;57;Male;Nebraska;Yes;302;1303
204;70;Male;Indiana;Yes;303;1304
205;24;Male;Arizona;Yes;304;1305
206;67;Male;Hawaii;Yes;305;1306
207;24;Male;Wisconsin;Yes;306;1307
208;62;Male;Rhode Island;Yes;307;1308
209;57;Male;Wisconsin;Yes;308;1309
210;55;Male;Minnesota;Yes;309;1310
211;45;Male;Vermont;Yes;310;1311
212;69;Male;South Dakota;Yes;311;1312
213;67;Male;Virginia;Yes;312;1313
214;30;Male;Nevada;Yes;313;1314
215;24;Male;Hawaii;Yes;314;1315
216;62;Male;New Jersey;Yes;315;1316
217;43;Male;Massachusetts;Yes;316;1317
218;35;Male;Oklahoma;Yes;317;1318
219;28;Male;California;Yes;318;1319
220;32;Male;Nevada;Yes;319;1320
221;39;Male;Arizona;Yes;320;1321
222;28;Male;North Carolina;Yes;321;1322
223;47;Male;New York;Yes;322;1323
224;20;Male;Wyoming;Yes;323;1324
225;63;Male;South Dakota;Yes;324;1325
226;25;Male;Arkansas;Yes;325;1326
227;29;Male;Texas;Yes;326;1327
228;50;Male;Rhode Island;Yes;327;1328
229;18;Male;New Hampshire;Yes;328;1329
230;70;Male;Ohio;Yes;329;1330
231;66;Male;Utah;Yes;330;1331
232;28;Male;Tennessee;Yes;331;1332
233;54;Male;Hawaii;Yes;332;1333
234;19;Male;Arizona;Yes;333;1334
235;20;Male;South Dakota;Yes;334;1335
236;43;Male;New Jersey;Yes;335;1336
237;38;Male;North Dakota;Yes;336;1337
238;50;Male;Iowa;Yes;337;1338
239;64;Male;Ohio;Yes;338;1339
240;49;Male;Vermont;Yes;339;1340
241;47;Male;Montana;Yes;340;1341
242;36;Male;Delaware;Yes;341;1342
243;55;Male;New York;Yes;342;1343
244;25;Male;Kentucky;Yes;343;1344
245;53;Male;Oregon;Yes;344;1345
246;49;Male;Rhode Island;Yes;345;1346
247;35;Male;Nevada;Yes;346;1347
248;29;Male;Montana;Yes;347;1348
249;47;Male;Pennsylvania;Yes;348;1349
250;53;Male;Alaska;Yes;349;1350
251;33;Male;Mississippi;Yes;350;1351
252;21;Male;Wyoming;Yes;351;1352
253;32;Male;Delaware;Yes;352;1353
254;52;Male;Oklahoma;Yes;353;1354
255;67;Male;Indiana;Yes;354;1355
256;43;Male;Maryland;Yes;355;1356
257;58;Male;South Dakota;Yes;356;1357
258;20;Male;West Virginia;Yes;357;1358
259;61;Male;Alabama;Yes;358;1359
260;32;Male;Louisiana;Yes;359;1360
261;38;Male;Montana;Yes;360;1361
262;21;Male;California;Yes;361;1362
263;37;Male;Hawaii;Yes;362;1363
264;27;Male;Iowa;Yes;363;1364
265;36;Male;Colorado;Yes;364;1365
266;32;Male;Michigan;Yes;365;1366
267;51;Male;Louisiana;Yes;366;1367
268;64;Male;Maryland;Yes;367;1368
269;68;Male;Georgia;Yes;368;1369
270;68;Male;Georgia;Yes;369;1370
271;33;Male;North Dakota;Yes;370;1371
272;65;Male;Maryland;Yes;371;1372
273;48;Male;Oregon;Yes;372;1373
274;69;Male;North Dakota;Yes;373;1374
275;59;Male;Maryland;Yes;374;1375
276;48;Male;Virginia;Yes;375;1376
277;25;Male;South Dakota;Yes;376;1377
278;29;Male;Georgia;Yes;377;1378
279;57;Male;Hawaii;Yes;378;1379
280;23;Male;Arkansas;Yes;379;1380
281;45;Male;Montana;Yes;380;1381
282;38;Male;Oklahoma;Yes;381;1382
283;21;Male;Minnesota;Yes;382;1383
284;32;Male;Montana;Yes;383;1384
285;63;Male;Ohio;Yes;384;1385
286;29;Male;Kentucky;Yes;385;1386
287;27;Male;Nebraska;Yes;386;1387
288;56;Male;Delaware;Yes;387;1388
289;30;Male;North Carolina;Yes;388;1389
290;49;Male;New York;Yes;389;1390
291;58;Male;Colorado;Yes;390;1391
292;57;Male;Delaware;Yes;391;1392
293;60;Male;Utah;Yes;392;1393
294;69;Male;Connecticut;Yes;393;1394
295;70;Male;New Jersey;Yes;394;1395
296;53;Male;West Virginia;Yes;395;1396
297;25;Male;Indiana;Yes;396;1397
298;48;Male;Delaware;Yes;397;1398
299;69;Male;Maryland;Yes;398;1399
300;25;Male;Pennsylvania;Yes;399;1400
301;29;Male;Iowa;Yes;400;1401
302;46;Male;Pennsylvania;Yes;401;1402
303;37;Male;Delaware;Yes;402;1403
304;20;Male;Oregon;Yes;403;1404
305;40;Male;Oregon;Yes;404;1405
306;60;Male;Utah;Yes;405;1406
307;26;Male;North Dakota;Yes;406;1407
308;29;Male;Florida;Yes;407;1408
309;66;Male;Maryland;Yes;408;1409
310;66;Male;Minnesota;Yes;409;1410
311;56;Male;Montana;Yes;410;1411
312;69;Male;Rhode Island;Yes;411;1412
313;38;Male;Massachusetts;Yes;412;1413
314;42;Male;Vermont;Yes;413;1414
315;30;Male;New Jersey;Yes;414;1415
316;66;Male;Wisconsin;Yes;415;1416
317;36;Male;California;Yes;416;1417
318;58;Male;West Virginia;Yes;417;1418
319;45;Male;South Dakota;Yes;418;1419
320;47;Male;Maine;Yes;419;1420
321;66;Male;Kansas;Yes;420;1421
322;41;Male;Vermont;Yes;421;1422
323;41;Male;Tennessee;Yes;422;1423
324;66;Male;Tennessee;Yes;423;1424
325;37;Male;Wyoming;Yes;424;1425
326;70;Male;Vermont;Yes;425;1426
327;62;Male;New Jersey;Yes;426;1427
328;61;Male;Iowa;Yes;427;1428
329;48;Male;Florida;Yes;428;1429
330;70;Male;Nevada;Yes;429;1430
331;46;Male;North Dakota;Yes;430;1431
332;31;Male;Florida;Yes;431;1432
333;19;Male;New York;Yes;432;1433
334;39;Male;Alaska;Yes;433;1434
335;41;Male;Kansas;Yes;434;1435
336;20;Male;Oregon;Yes;435;1436
337;36;Male;Rhode Island;Yes;436;1437
338;32;Male;New Mexico;Yes;437;1438
339;69;Male;Massachusetts;Yes;438;1439
340;40;Male;Pennsylvania;Yes;439;1440
341;40;Male;New Jersey;Yes;440;1441
342;20;Male;Utah;Yes;441;1442
343;64;Male;Kentucky;Yes;442;1443
344;27;Male;Nebraska;Yes;443;1444
345;24;Male;Virginia;Yes;444;1445
346;48;Male;Wyoming;Yes;445;1446
347;49;Male;New Mexico;Yes;446;1447
348;36;Male;Oregon;Yes;447;1448
349;56;Male;South Carolina;Yes;448;1449
350;37;Male;Arizona;Yes;449;1450
351;42;Male;Kentucky;Yes;450;1451
352;28;Male;New York;Yes;451;1452
353;27;Male;Texas;Yes;452;1453
354;63;Male;Missouri;Yes;453;1454
355;58;Male;Pennsylvania;Yes;454;1455
356;37;Male;Oregon;Yes;455;1456
357;56;Male;Nevada;Yes;456;1457
358;18;Male;Arkansas;Yes;457;1458
359;48;Male;Minnesota;Yes;458;1459
360;31;Male;Georgia;Yes;459;1460
361;51;Male;Rhode Island;Yes;460;1461
362;65;Male;Nevada;Yes;461;1462
363;53;Male;Texas;Yes;462;1463
364;55;Male;Florida;Yes;463;1464
365;62;Male;North Dakota;Yes;464;1465
366;55;Male;West Virginia;Yes;465;1466
367;64;Male;Nebraska;Yes;466;1467
368;52;Male;Tennessee;Yes;467;1468
369;24;Male;Oklahoma;Yes;468;1469
370;38;Male;Wisconsin;Yes;469;1470
371;59;Male;Oregon;Yes;470;1471
372;27;Male;North Carolina;Yes;471;1472
373;24;Male;Pennsylvania;Yes;472;1473
374;23;Male;North Dakota;Yes;473;1474
375;69;Male;Ohio;Yes;474;1475
376;59;Male;Oklahoma;Yes;475;1476
377;51;Male;South Carolina;Yes;476;1477
378;63;Male;Maine;Yes;477;1478
379;54;Male;Nevada;Yes;478;1479
380;32;Male;Montana;Yes;479;1480
381;39;Male;New Hampshire;Yes;480;1481
382;66;Male;Maine;Yes;481;1482
383;28;Male;California;Yes;482;1483
384;50;Male;West Virginia;Yes;483;1484
385;70;Male;California;Yes;484;1485
386;67;Male;West Virginia;Yes;485;1486
387;64;Male;Louisiana;Yes;486;1487
388;45;Male;Georgia;Yes;487;1488
389;22;Male;Washington;Yes;488;1489
390;27;Male;Virginia;Yes;489;1490
391;25;Male;Indiana;Yes;490;1491
392;37;Male;Minnesota;Yes;491;1492
393;26;Male;Idaho;Yes;492;1493
394;33;Male;Vermont;Yes;493;1494
395;43;Male;North Dakota;Yes;494;1495
396;37;Male;Rhode Island;Yes;495;1496
397;46;Male;South Carolina;Yes;496;1497
398;22;Male;Mississippi;Yes;497;1498
399;20;Male;Montana;Yes;498;1499
400;60;Male;Idaho;Yes;499;1500
401;39;Male;Utah;Yes;500;1501
402;43;Male;Oklahoma;Yes;501;1502
403;31;Male;California;Yes;502;1503
404;19;Male;Nevada;Yes;503;1504
405;35;Male;Delaware;Yes;504;1505
406;41;Male;South Carolina;Yes;505;1506
407;52;Male;Maryland;Yes;506;1507
408;45;Male;North Carolina;Yes;507;1508
409;34;Male;Alabama;Yes;508;1509
410;35;Male;Minnesota;Yes;509;1510
411;29;Male;Virginia;Yes;510;1511
412;59;Male;Michigan;Yes;511;1512
413;24;Male;Maine;Yes;512;1513
414;70;Male;Nevada;Yes;513;1514
415;29;Male;Wyoming;Yes;514;1515
416;67;Male;Connecticut;Yes;515;1516
417;36;Male;Oregon;Yes;516;1517
418;23;Male;Mississippi;Yes;517;1518
419;18;Male;Illinois;Yes;518;1519
420;53;Male;Utah;Yes;519;1520
421;32;Male;North Carolina;Yes;520;1521
422;38;Male;Kentucky;Yes;521;1522
423;47;Male;Minnesota;Yes;522;1523
424;46;Male;New York;Yes;523;1524
425;66;Male;Illinois;Yes;524;1525
426;40;Male;North Dakota;Yes;525;1526
427;43;Male;Louisiana;Yes;526;1527
428;58;Male;Illinois;Yes;527;1528
429;21;Male;Wyoming;Yes;528;1529
430;42;Male;Washington;Yes;529;1530
431;24;Male;Texas;Yes;530;1531
432;43;Male;New Hampshire;Yes;531;1532
433;47;Male;Indiana;Yes;532;1533
434;49;Male;Alabama;Yes;533;1534
435;50;Male;Oklahoma;Yes;534;1535
436;51;Male;Montana;Yes;535;1536
437;40;Male;Tennessee;Yes;536;1537
438;45;Male;New Mexico;Yes;537;1538
439;52;Male;Iowa;Yes;538;1539
440;62;Male;Idaho;Yes;539;1540
441;20;Male;Oklahoma;Yes;540;1541
442;43;Male;Florida;Yes;541;1542
443;29;Male;Michigan;Yes;542;1543
444;22;Male;Hawaii;Yes;543;1544
445;48;Male;California;Yes;544;1545
446;42;Male;Iowa;Yes;545;1546
447;19;Male;West Virginia;Yes;546;1547
448;60;Male;Washington;Yes;547;1548
449;32;Male;Missouri;Yes;548;1549
450;26;Male;New York;Yes;549;1550
451;25;Male;Connecticut;Yes;550;1551
452;66;Male;Virginia;Yes;551;1552
453;45;Male;Missouri;Yes;552;1553
454;54;Male;Nebraska;Yes;553;1554
455;37;Male;New Jersey;Yes;554;1555
456;54;Male;Utah;Yes;555;1556
457;50;Male;North Carolina;Yes;556;1557
458;25;Male;Rhode Island;Yes;557;1558
459;47;Male;Arkansas;Yes;558;1559
460;63;Male;Maryland;Yes;559;1560
461;64;Male;South Carolina;Yes;560;1561
462;18;Male;Ohio;Yes;561;1562
463;59;Male;Illinois;Yes;562;1563
464;37;Male;Georgia;Yes;563;1564
465;23;Male;Alabama;Yes;564;1565
466;54;Male;Oklahoma;Yes;565;1566
467;38;Male;Vermont;Yes;566;1567
468;19;Male;Nebraska;Yes;567;1568
469;34;Male;Georgia;Yes;568;1569
470;21;Male;Alabama;Yes;569;1570
471;50;Male;Minnesota;Yes;570;1571
472;55;Male;Missouri;Yes;571;1572
473;20;Male;Georgia;Yes;572;1573
474;34;Male;West Virginia;Yes;573;1574
475;62;Male;Arkansas;Yes;574;1575
476;21;Male;Ohio;Yes;575;1576
477;21;Male;Connecticut;Yes;576;1577
478;42;Male;North Dakota;Yes;577;1578
479;35;Male;Kansas;Yes;578;1579
480;39;Male;Iowa;Yes;579;1580
481;68;Male;Vermont;Yes;580;1581
482;46;Male;Wisconsin;Yes;581;1582
483;41;Male;Connecticut;Yes;582;1583
484;23;Male;Oklahoma;Yes;583;1584
485;68;Male;Missouri;Yes;584;1585
486;48;Male;Tennessee;Yes;585;1586
487;38;Male;New Mexico;Yes;586;1587
488;41;Male;Iowa;Yes;587;1588
489;58;Male;Maine;Yes;588;1589
490;49;Male;South Dakota;Yes;589;1590
491;57;Male;Colorado;Yes;590;1591
492;49;Male;Vermont;Yes;591;1592
493;50;Male;Michigan;Yes;592;1593
494;28;Male;Nevada;Yes;593;1594
495;38;Male;Indiana;Yes;594;1595
496;33;Male;Michigan;Yes;595;1596
497;30;Male;California;Yes;596;1597
498;43;Male;Oklahoma;Yes;597;1598
499;43;Male;Iowa;Yes;598;1599
500;36;Male;Rhode Island;Yes;599;1600
501;36;Male;Washington;Yes;600;1601
502;64;Male;Florida;Yes;601;1602
503;59;Male;South Carolina;Yes;602;1603
504;55;Male;West Virginia;Yes;603;1604
505;42;Male;Missouri;Yes;604;1605
506;61;Male;Maine;Yes;605;1606
507;28;Male;Georgia;Yes;606;1607
508;65;Male;Maine;Yes;607;1608
509;27;Male;Illinois;Yes;608;1609
510;41;Male;Delaware;Yes;609;1610
511;21;Male;West Virginia;Yes;610;1611
512;61;Male;Hawaii;Yes;611;1612
513;19;Male;New York;Yes;612;1613
514;22;Male;New Mexico;Yes;613;1614
515;64;Male;Indiana;Yes;614;1615
516;28;Male;Kentucky;Yes;615;1616
517;34;Male;West Virginia;Yes;616;1617
518;61;Male;North Dakota;Yes;617;1618
519;24;Male;Oregon;Yes;618;1619
520;19;Male;Minnesota;Yes;619;1620
521;51;Male;South Carolina;Yes;620;1621
522;36;Male;Vermont;Yes;621;1622
523;65;Male;Minnesota;Yes;622;1623
524;46;Male;Delaware;Yes;623;1624
525;59;Male;Pennsylvania;Yes;624;1625
526;51;Male;Iowa;Yes;625;1626
527;51;Male;New Jersey;Yes;626;1627
528;21;Male;South Carolina;Yes;627;1628
529;34;Male;Maryland;Yes;628;1629
530;32;Male;California;Yes;629;1630
531;48;Male;Montana;Yes;630;1631
532;50;Male;Vermont;Yes;631;1632
533;26;Male;Texas;Yes;632;1633
534;57;Male;North Carolina;Yes;633;1634
535;65;Male;Florida;Yes;634;1635
536;56;Male;West Virginia;Yes;635;1636
537;44;Male;Illinois;Yes;636;1637
538;50;Male;Virginia;Yes;637;1638
539;27;Male;Virginia;Yes;638;1639
540;49;Male;Wyoming;Yes;639;1640
541;49;Male;South Carolina;Yes;640;1641
542;52;Male;Connecticut;Yes;641;1642
543;27;Male;Illinois;Yes;642;1643
544;53;Male;Alabama;Yes;643;1644
545;34;Male;Washington;Yes;644;1645
546;33;Male;Alabama;Yes;645;1646
547;62;Male;New Mexico;Yes;646;1647
548;38;Male;Nevada;Yes;647;1648
549;36;Male;Nebraska;Yes;648;1649
550;31;Male;Arizona;Yes;649;1650
551;62;Male;Georgia;Yes;650;1651
552;29;Male;Idaho;Yes;651;1652
553;24;Male;Missouri;Yes;652;1653
554;63;Male;Florida;Yes;653;1654
555;56;Male;Minnesota;Yes;654;1655
556;63;Male;Maine;Yes;655;1656
557;40;Male;Montana;Yes;656;1657
558;18;Male;Alaska;Yes;657;1658
559;50;Male;Iowa;Yes;658;1659
560;66;Male;Arizona;Yes;659;1660
561;25;Male;Louisiana;Yes;660;1661
562;65;Male;Alabama;Yes;661;1662
563;53;Male;Missouri;Yes;662;1663
564;61;Male;Idaho;Yes;663;1664
565;67;Male;Florida;Yes;664;1665
566;59;Male;Idaho;Yes;665;1666
567;55;Male;Alabama;Yes;666;1667
568;21;Male;New Hampshire;Yes;667;1668
569;44;Male;Utah;Yes;668;1669
570;65;Male;Alabama;Yes;669;1670
571;65;Male;Iowa;Yes;670;1671
572;54;Male;Kentucky;Yes;671;1672
573;56;Male;South Carolina;Yes;672;1673
574;58;Male;California;Yes;673;1674
575;54;Male;Maine;Yes;674;1675
576;58;Male;Nebraska;Yes;675;1676
577;48;Male;Washington;Yes;676;1677
578;19;Male;Alabama;Yes;677;1678
579;69;Male;Maine;Yes;678;1679
580;58;Male;California;Yes;679;1680
581;49;Male;Iowa;Yes;680;1681
582;32;Male;Iowa;Yes;681;1682
583;40;Male;Colorado;Yes;682;1683
584;25;Male;California;Yes;683;1684
585;70;Male;Indiana;Yes;684;1685
586;69;Male;South Carolina;Yes;685;1686
587;45;Male;Wisconsin;Yes;686;1687
588;29;Male;Washington;Yes;687;1688
589;47;Male;South Dakota;Yes;688;1689
590;28;Male;Minnesota;Yes;689;1690
591;64;Male;Alaska;Yes;690;1691
592;47;Male;Kentucky;Yes;691;1692
593;60;Male;North Dakota;Yes;692;1693
594;67;Male;Alaska;Yes;693;1694
595;35;Male;Oklahoma;Yes;694;1695
596;30;Male;Delaware;Yes;695;1696
597;23;Male;Montana;Yes;696;1697
598;70;Male;Alaska;Yes;697;1698
599;21;Male;California;Yes;698;1699
600;51;Male;Massachusetts;Yes;699;1700
601;22;Male;South Carolina;Yes;700;1701
602;32;Male;West Virginia;Yes;701;1702
603;37;Male;Oregon;Yes;702;1703
604;31;Male;Massachusetts;Yes;703;1704
605;44;Male;West Virginia;Yes;704;1705
606;40;Male;California;Yes;705;1706
607;27;Male;Colorado;Yes;706;1707
608;47;Male;Indiana;Yes;707;1708
609;41;Male;Delaware;Yes;708;1709
610;51;Male;Ohio;Yes;709;1710
611;53;Male;Oklahoma;Yes;710;1711
612;43;Male;California;Yes;711;1712
613;67;Male;New Hampshire;Yes;712;1713
614;61;Male;Pennsylvania;Yes;713;1714
615;68;Male;Idaho;Yes;714;1715
616;67;Male;Maryland;Yes;715;1716
617;29;Male;Pennsylvania;Yes;716;1717
618;50;Male;Colorado;Yes;717;1718
619;61;Male;Indiana;Yes;718;1719
620;19;Male;Nebraska;Yes;719;1720
621;33;Male;Rhode Island;Yes;720;1721
622;51;Male;Kansas;Yes;721;1722
623;69;Male;Georgia;Yes;722;1723
624;19;Male;Nevada;Yes;723;1724
625;55;Male;South Carolina;Yes;724;1725
626;49;Male;Delaware;Yes;725;1726
627;31;Male;New Hampshire;Yes;726;1727
628;42;Male;Oregon;Yes;727;1728
629;69;Male;Massachusetts;Yes;728;1729
630;26;Male;Vermont;Yes;729;1730
631;41;Male;Mississippi;Yes;730;1731
632;55;Male;Washington;Yes;731;1732
633;35;Male;Wyoming;Yes;732;1733
634;66;Male;Minnesota;Yes;733;1734
635;36;Male;Ohio;Yes;734;1735
636;27;Male;South Carolina;Yes;735;1736
637;41;Male;Wisconsin;Yes;736;1737
638;21;Male;Tennessee;Yes;737;1738
639;53;Male;Maryland;Yes;738;1739
640;54;Male;Mississippi;Yes;739;1740
641;53;Male;Minnesota;Yes;740;1741
642;47;Male;Alaska;Yes;741;1742
643;64;Male;Arkansas;Yes;742;1743
644;18;Male;Oregon;Yes;743;1744
645;68;Male;Louisiana;Yes;744;1745
646;62;Male;Oklahoma;Yes;745;1746
647;51;Male;Indiana;Yes;746;1747
648;54;Male;Mississippi;Yes;747;1748
649;22;Male;Michigan;Yes;748;1749
650;53;Male;Delaware;Yes;749;1750
651;34;Male;Florida;Yes;750;1751
652;32;Male;Arkansas;Yes;751;1752
653;64;Male;Minnesota;Yes;752;1753
