brand_id;item_purchased;category;clothing_size;color;season;customer_id;purchased_id
232;Backpack;Accessories;Medium;Orange;Fall;133;1233
233;Sweater;Clothing;Medium;Violet;Winter;134;1234
234;Hat;Accessories;Large;Gray;Fall;135;1235
235;Sandals;Footwear;Medium;Purple;Fall;136;1236
236;Blouse;Clothing;Medium;White;Winter;137;1237
237;Sneakers;Footwear;Medium;Turquoise;Spring;138;1238
238;Skirt;Clothing;Medium;Maroon;Winter;139;1239
239;Coat;Outerwear;Medium;White;Fall;140;1240
240;Shirt;Clothing;Large;Yellow;Fall;141;1241
241;Gloves;Accessories;Medium;Turquoise;Fall;142;1242
242;Jacket;Outerwear;Large;Violet;Fall;143;1243
243;Coat;Outerwear;Medium;Beige;Fall;144;1244
244;Shoes;Footwear;Medium;Silver;Fall;145;1245
245;Jewelry;Accessories;Medium;Teal;Fall;146;1246
246;Skirt;Clothing;Small;Black;Fall;147;1247
247;Shoes;Footwear;Medium;Purple;Summer;148;1248
248;Gloves;Accessories;Medium;Gray;Fall;149;1249
249;Pants;Clothing;Medium;White;Summer;150;1250
250;Boots;Footwear;Large;Cyan;Fall;151;1251
251;Sunglasses;Accessories;Large;Turquoise;Fall;152;1252
252;Shirt;Clothing;Small;Brown;Summer;153;1253
253;Hoodie;Clothing;Medium;Maroon;Winter;154;1254
254;Dress;Clothing;Medium;Charcoal;Fall;155;1255
255;Socks;Clothing;Small;Olive;Spring;156;1256
256;Shorts;Clothing;Medium;Lavender;Fall;157;1257
257;Hat;Accessories;Small;Yellow;Fall;158;1258
258;Shirt;Clothing;ExtraLargearge;Teal;Fall;159;1259
259;Gloves;Accessories;Medium;Charcoal;Fall;160;1260
260;Gloves;Accessories;Medium;Orange;Summer;161;1261
261;Backpack;Accessories;Medium;Olive;Fall;162;1262
262;Sunglasses;Accessories;Medium;Turquoise;Summer;163;1263
263;Skirt;Clothing;Medium;Purple;Summer;164;1264
264;Handbag;Accessories;Small;Purple;Spring;165;1265
265;Handbag;Accessories;Small;Yellow;Winter;166;1266
266;Sneakers;Footwear;ExtraLargearge;Indigo;Fall;167;1267
267;Gloves;Accessories;Medium;Green;Fall;168;1268
268;Shoes;Footwear;Medium;Magenta;Summer;169;1269
269;Jacket;Outerwear;Small;Gold;Summer;170;1270
270;Shirt;Clothing;Medium;Maroon;Fall;171;1271
271;Shorts;Clothing;Medium;Blue;Summer;172;1272
272;Jewelry;Accessories;Medium;Violet;Summer;173;1273
273;Hat;Accessories;Medium;Turquoise;Fall;174;1274
274;Shoes;Footwear;Large;Brown;Winter;175;1275
275;Coat;Outerwear;Large;Violet;Fall;176;1276
276;Backpack;Accessories;Large;Black;Spring;177;1277
277;Hoodie;Clothing;Large;Magenta;Fall;178;1278
278;Skirt;Clothing;Large;Lavender;Fall;179;1279
279;Boots;Footwear;Medium;Violet;Fall;180;1280
280;Sandals;Footwear;Large;Green;Fall;181;1281
281;Pants;Clothing;Medium;Beige;Summer;182;1282
282;Gloves;Accessories;ExtraLargearge;Purple;Summer;183;1283
283;Skirt;Clothing;ExtraLargearge;Beige;Spring;184;1284
284;Sneakers;Footwear;Large;Cyan;Spring;185;1285
285;T Shirt;Clothing;ExtraLargearge;Silver;Summer;186;1286
286;Backpack;Accessories;Small;Lavender;Summer;187;1287
287;Shoes;Footwear;Small;Purple;Spring;188;1288
288;Hoodie;Clothing;Medium;Pink;Spring;189;1289
289;Blouse;Clothing;Medium;Maroon;Fall;190;1290
290;Coat;Outerwear;ExtraLargearge;Beige;Fall;191;1291
291;Hat;Accessories;Medium;Gray;Fall;192;1292
292;Shoes;Footwear;Large;Turquoise;Summer;193;1293
293;Belt;Accessories;Small;Silver;Fall;194;1294
294;Backpack;Accessories;Medium;Olive;Spring;195;1295
295;Jacket;Outerwear;Medium;Magenta;Fall;196;1296
296;Boots;Footwear;Medium;Lavender;Summer;197;1297
297;Scarf;Accessories;Medium;Black;Fall;198;1298
298;Jewelry;Accessories;Medium;Turquoise;Winter;199;1299
299;Hat;Accessories;ExtraLargearge;Green;Summer;200;1300
300;Dress;Clothing;Small;Teal;Summer;201;1301
301;Blouse;Clothing;Small;Beige;Fall;202;1302
302;Hat;Accessories;Large;Magenta;Spring;203;1303
303;Scarf;Accessories;Small;Yellow;Fall;204;1304
304;Sneakers;Footwear;Medium;Yellow;Fall;205;1305
305;Shirt;Clothing;Medium;Silver;Winter;206;1306
306;T Shirt;Clothing;Large;Silver;Summer;207;1307
307;Gloves;Accessories;Medium;Silver;Summer;208;1308
308;Skirt;Clothing;Medium;Gold;Spring;209;1309
309;Sandals;Footwear;Small;Olive;Winter;210;1310
310;Jacket;Outerwear;Large;Teal;Fall;211;1311
311;Skirt;Clothing;Large;Maroon;Fall;212;1312
312;Handbag;Accessories;Large;Blue;Fall;213;1313
313;Handbag;Accessories;Large;Peach;Fall;214;1314
314;Jacket;Outerwear;Large;Blue;Summer;215;1315
315;Scarf;Accessories;Small;Orange;Spring;216;1316
316;Shorts;Clothing;Large;Yellow;Spring;217;1317
317;Sunglasses;Accessories;Medium;Purple;Winter;218;1318
318;T Shirt;Clothing;Small;Magenta;Spring;219;1319
319;Belt;Accessories;Medium;Cyan;Spring;220;1320
320;Sneakers;Footwear;Small;Indigo;Spring;221;1321
321;Hat;Accessories;ExtraLargearge;Magenta;Summer;222;1322
322;Gloves;Accessories;ExtraLargearge;Gray;Spring;223;1323
323;Pants;Clothing;Medium;Turquoise;Spring;224;1324
324;Socks;Clothing;Small;Beige;Summer;225;1325
325;Jacket;Outerwear;Medium;Olive;Spring;226;1326
326;Shoes;Footwear;Large;Violet;Spring;227;1327
327;Jeans;Clothing;Medium;Turquoise;Winter;228;1328
328;Socks;Clothing;Medium;White;Spring;229;1329
329;Sandals;Footwear;Small;Silver;Spring;230;1330
330;Scarf;Accessories;Large;Olive;Fall;231;1331
331;Blouse;Clothing;Medium;Blue;Spring;232;1332
332;Jewelry;Accessories;Large;Purple;Winter;233;1333
333;Sweater;Clothing;ExtraLargearge;Yellow;Fall;234;1334
334;Gloves;Accessories;Small;Silver;Summer;235;1335
335;Sunglasses;Accessories;Medium;Cyan;Winter;236;1336
336;Coat;Outerwear;Large;Green;Winter;237;1337
337;Dress;Clothing;Medium;Beige;Summer;238;1338
338;Skirt;Clothing;Medium;Peach;Fall;239;1339
339;Pants;Clothing;Large;Yellow;Summer;240;1340
340;Sweater;Clothing;ExtraLargearge;Turquoise;Winter;241;1341
341;Hoodie;Clothing;Medium;Peach;Winter;242;1342
342;Coat;Outerwear;Large;Gray;Summer;243;1343
343;Jewelry;Accessories;Medium;Olive;Winter;244;1344
344;Belt;Accessories;Small;Indigo;Spring;245;1345
345;Sandals;Footwear;Large;Charcoal;Summer;246;1346
346;Sunglasses;Accessories;ExtraLargearge;Beige;Spring;247;1347
347;Sweater;Clothing;ExtraLargearge;Brown;Spring;248;1348
348;Belt;Accessories;Medium;Blue;Winter;249;1349
349;Handbag;Accessories;Small;Teal;Fall;250;1350
350;Skirt;Clothing;Large;Black;Fall;251;1351
351;Handbag;Accessories;ExtraLargearge;Gold;Winter;252;1352
352;Shorts;Clothing;Medium;Violet;Summer;253;1353
353;Boots;Footwear;Large;Cyan;Winter;254;1354
354;Sunglasses;Accessories;Medium;White;Winter;255;1355
355;Scarf;Accessories;Medium;Charcoal;Spring;256;1356
356;Jewelry;Accessories;ExtraLargearge;Violet;Spring;257;1357
357;Handbag;Accessories;Medium;Red;Summer;258;1358
358;Gloves;Accessories;Small;Lavender;Spring;259;1359
359;Jeans;Clothing;Medium;Gold;Fall;260;1360
360;Hat;Accessories;Small;Red;Winter;261;1361
361;Jeans;Clothing;Large;Magenta;Winter;262;1362
362;Pants;Clothing;Medium;Teal;Summer;263;1363
363;Shorts;Clothing;Medium;Purple;Summer;264;1364
364;Pants;Clothing;Small;Charcoal;Fall;265;1365
365;Backpack;Accessories;Medium;Gray;Spring;266;1366
366;Jewelry;Accessories;Large;White;Summer;267;1367
367;Sweater;Clothing;Medium;Olive;Spring;268;1368
368;Shoes;Footwear;Medium;Charcoal;Spring;269;1369
369;Blouse;Clothing;Medium;Charcoal;Winter;270;1370
370;Jeans;Clothing;ExtraLargearge;Orange;Fall;271;1371
371;Sunglasses;Accessories;ExtraLargearge;Yellow;Summer;272;1372
372;Jewelry;Accessories;Medium;Beige;Summer;273;1373
373;Coat;Outerwear;Small;Silver;Spring;274;1374
374;Jewelry;Accessories;Medium;Indigo;Spring;275;1375
375;Backpack;Accessories;ExtraLargearge;Lavender;Winter;276;1376
376;Skirt;Clothing;ExtraLargearge;Turquoise;Fall;277;1377
377;Shirt;Clothing;Medium;Green;Winter;278;1378
378;Sweater;Clothing;Medium;Orange;Spring;279;1379
379;Sneakers;Footwear;Large;Turquoise;Summer;280;1380
380;Sandals;Footwear;Small;Cyan;Fall;281;1381
381;Belt;Accessories;ExtraLargearge;Charcoal;Spring;282;1382
382;Skirt;Clothing;Medium;Teal;Summer;283;1383
383;Sweater;Clothing;Small;Maroon;Fall;284;1384
384;Skirt;Clothing;Medium;Red;Summer;285;1385
385;Handbag;Accessories;ExtraLargearge;Yellow;Summer;286;1386
386;Jewelry;Accessories;Large;Gray;Summer;287;1387
387;Scarf;Accessories;Large;Blue;Spring;288;1388
388;T Shirt;Clothing;Medium;Lavender;Winter;289;1389
389;Coat;Outerwear;Medium;Yellow;Fall;290;1390
390;T Shirt;Clothing;Medium;Indigo;Winter;291;1391
391;Dress;Clothing;ExtraLargearge;Violet;Fall;292;1392
392;Shoes;Footwear;Medium;Green;Spring;293;1393
393;Handbag;Accessories;Medium;White;Spring;294;1394
394;Skirt;Clothing;Medium;Gold;Spring;295;1395
395;Sunglasses;Accessories;Medium;Indigo;Winter;296;1396
396;Sandals;Footwear;Small;Lavender;Spring;297;1397
397;Shoes;Footwear;ExtraLargearge;Purple;Summer;298;1398
398;T Shirt;Clothing;Medium;Lavender;Winter;299;1399
399;Sneakers;Footwear;Medium;Maroon;Summer;300;1400
400;Hat;Accessories;Medium;Teal;Spring;301;1401
401;Skirt;Clothing;Medium;Green;Spring;302;1402
402;Sweater;Clothing;Large;Olive;Summer;303;1403
403;Sandals;Footwear;Medium;Turquoise;Summer;304;1404
404;Dress;Clothing;Medium;Green;Winter;305;1405
405;Sweater;Clothing;Medium;Teal;Fall;306;1406
406;Jacket;Outerwear;Small;White;Summer;307;1407
407;Gloves;Accessories;Medium;Orange;Winter;308;1408
408;Handbag;Accessories;Medium;Beige;Fall;309;1409
409;Dress;Clothing;Medium;Yellow;Spring;310;1410
410;Pants;Clothing;Medium;Charcoal;Winter;311;1411
411;Jeans;Clothing;Large;Silver;Winter;312;1412
412;Pants;Clothing;Large;Green;Spring;313;1413
413;Dress;Clothing;Medium;Pink;Spring;314;1414
414;Pants;Clothing;Medium;Purple;Summer;315;1415
415;Jewelry;Accessories;ExtraLargearge;Orange;Spring;316;1416
416;Handbag;Accessories;Medium;Charcoal;Fall;317;1417
417;Sweater;Clothing;Large;Teal;Fall;318;1418
418;Backpack;Accessories;Medium;Beige;Winter;319;1419
419;Shorts;Clothing;ExtraLargearge;White;Spring;320;1420
420;Jewelry;Accessories;Large;White;Summer;321;1421
421;Sneakers;Footwear;Large;Orange;Summer;322;1422
422;Belt;Accessories;Small;Cyan;Winter;323;1423
423;Hoodie;Clothing;Medium;Orange;Winter;324;1424
424;Shirt;Clothing;Medium;Olive;Summer;325;1425
425;Pants;Clothing;Medium;Charcoal;Winter;326;1426
426;Scarf;Accessories;Medium;White;Fall;327;1427
427;Coat;Outerwear;Medium;Teal;Summer;328;1428
428;Coat;Outerwear;Medium;Yellow;Fall;329;1429
429;Socks;Clothing;Small;White;Summer;330;1430
430;Sweater;Clothing;Medium;Beige;Winter;331;1431
431;Shirt;Clothing;Large;Beige;Fall;332;1432
432;Shirt;Clothing;Medium;Maroon;Winter;333;1433
433;Sweater;Clothing;Medium;Teal;Winter;334;1434
434;Blouse;Clothing;Medium;Lavender;Fall;335;1435
435;Sweater;Clothing;Large;Maroon;Spring;336;1436
436;Hat;Accessories;Small;Orange;Fall;337;1437
437;Sweater;Clothing;Medium;Cyan;Winter;338;1438
438;Hoodie;Clothing;Medium;Silver;Winter;339;1439
439;Shorts;Clothing;Medium;Teal;Spring;340;1440
440;Shorts;Clothing;Large;Blue;Summer;341;1441
441;Hat;Accessories;Small;Blue;Summer;342;1442
442;Coat;Outerwear;Medium;Olive;Spring;343;1443
443;Sandals;Footwear;Medium;Purple;Summer;344;1444
444;Skirt;Clothing;Medium;Charcoal;Winter;345;1445
445;Shoes;Footwear;Small;Olive;Winter;346;1446
446;Jeans;Clothing;Large;Violet;Spring;347;1447
447;Sandals;Footwear;Large;Red;Fall;348;1448
448;Blouse;Clothing;Medium;Beige;Fall;349;1449
449;Hat;Accessories;Medium;Green;Winter;350;1450
450;Sweater;Clothing;Medium;Violet;Spring;351;1451
451;Skirt;Clothing;Medium;Teal;Winter;352;1452
452;Jeans;Clothing;ExtraLargearge;Yellow;Fall;353;1453
453;Sneakers;Footwear;Large;Yellow;Fall;354;1454
454;Jewelry;Accessories;Small;Olive;Fall;355;1455
455;Jewelry;Accessories;ExtraLargearge;Magenta;Fall;356;1456
456;Pants;Clothing;Large;Black;Spring;357;1457
457;Belt;Accessories;Medium;Olive;Spring;358;1458
458;Hat;Accessories;ExtraLargearge;Magenta;Summer;359;1459
459;Sneakers;Footwear;Medium;Olive;Winter;360;1460
460;Pants;Clothing;Medium;Teal;Summer;361;1461
461;T Shirt;Clothing;Medium;White;Spring;362;1462
462;Sneakers;Footwear;Medium;Charcoal;Fall;363;1463
463;Shorts;Clothing;Large;Yellow;Winter;364;1464
464;Shoes;Footwear;Large;Charcoal;Summer;365;1465
465;Gloves;Accessories;ExtraLargearge;Gray;Summer;366;1466
466;Socks;Clothing;Medium;Turquoise;Spring;367;1467
467;Dress;Clothing;ExtraLargearge;Cyan;Spring;368;1468
468;Handbag;Accessories;Medium;Charcoal;Spring;369;1469
469;Belt;Accessories;Medium;Silver;Summer;370;1470
470;Scarf;Accessories;Medium;Olive;Winter;371;1471
471;Sneakers;Footwear;Small;Pink;Winter;372;1472
472;Sweater;Clothing;Large;Orange;Summer;373;1473
473;Coat;Outerwear;Large;White;Summer;374;1474
474;Jewelry;Accessories;Small;Purple;Spring;375;1475
475;Sunglasses;Accessories;Medium;Olive;Summer;376;1476
476;Shoes;Footwear;Small;Gray;Fall;377;1477
477;Scarf;Accessories;Medium;Silver;Spring;378;1478
478;Dress;Clothing;Large;Orange;Winter;379;1479
479;T Shirt;Clothing;Small;Magenta;Fall;380;1480
480;Backpack;Accessories;ExtraLargearge;Beige;Fall;381;1481
481;Jewelry;Accessories;Large;Lavender;Winter;382;1482
482;Jeans;Clothing;Medium;Peach;Winter;383;1483
483;Sunglasses;Accessories;Small;Magenta;Fall;384;1484
484;Sweater;Clothing;Medium;Beige;Fall;385;1485
485;Shorts;Clothing;Small;Yellow;Fall;386;1486
486;Jewelry;Accessories;Large;Brown;Spring;387;1487
487;Coat;Outerwear;Large;Silver;Summer;388;1488
488;Handbag;Accessories;Medium;Orange;Summer;389;1489
489;Boots;Footwear;Large;Purple;Spring;390;1490
490;Gloves;Accessories;Medium;Indigo;Winter;391;1491
491;Sweater;Clothing;Large;Gray;Spring;392;1492
492;T Shirt;Clothing;ExtraLargearge;Black;Spring;393;1493
493;Shoes;Footwear;Large;Maroon;Fall;394;1494
494;Scarf;Accessories;Medium;Beige;Spring;395;1495
495;Sneakers;Footwear;Large;Brown;Winter;396;1496
496;Dress;Clothing;Small;Black;Fall;397;1497
497;Belt;Accessories;Medium;Indigo;Fall;398;1498
498;Boots;Footwear;Small;Silver;Winter;399;1499
499;Scarf;Accessories;Large;Blue;Fall;400;1500
500;Boots;Footwear;Medium;Green;Winter;401;1501
501;T Shirt;Clothing;Large;Orange;Fall;402;1502
502;Backpack;Accessories;Large;Cyan;Fall;403;1503
503;Sneakers;Footwear;Medium;Orange;Winter;404;1504
504;T Shirt;Clothing;Medium;Indigo;Spring;405;1505
505;Jeans;Clothing;Small;Silver;Summer;406;1506
506;Gloves;Accessories;Medium;Peach;Spring;407;1507
507;Hoodie;Clothing;ExtraLargearge;Teal;Spring;408;1508
508;Sneakers;Footwear;Large;White;Spring;409;1509
509;Shorts;Clothing;Medium;Brown;Winter;410;1510
510;Sweater;Clothing;Large;Lavender;Spring;411;1511
511;Jeans;Clothing;Medium;Indigo;Summer;412;1512
512;Jacket;Outerwear;Medium;Yellow;Summer;413;1513
513;Jewelry;Accessories;Small;White;Summer;414;1514
514;Backpack;Accessories;Large;Violet;Winter;415;1515
515;Coat;Outerwear;Medium;Lavender;Winter;416;1516
516;Belt;Accessories;Large;Olive;Spring;417;1517
517;Sandals;Footwear;Large;Beige;Fall;418;1518
518;Sweater;Clothing;Large;Purple;Spring;419;1519
519;Shorts;Clothing;Small;Teal;Winter;420;1520
520;Socks;Clothing;Small;Peach;Spring;421;1521
521;Shirt;Clothing;Medium;Violet;Winter;422;1522
522;Pants;Clothing;Medium;Purple;Fall;423;1523
523;Scarf;Accessories;Large;Teal;Spring;424;1524
524;Sweater;Clothing;Medium;Gold;Winter;425;1525
525;Jeans;Clothing;Small;Teal;Winter;426;1526
526;Pants;Clothing;Medium;Violet;Winter;427;1527
527;Backpack;Accessories;Large;Black;Winter;428;1528
528;Coat;Outerwear;ExtraLargearge;Gold;Winter;429;1529
529;Sandals;Footwear;Medium;Gold;Winter;430;1530
530;Shirt;Clothing;Medium;Brown;Summer;431;1531
531;Hat;Accessories;Large;Cyan;Winter;432;1532
532;Shirt;Clothing;Small;Indigo;Fall;433;1533
533;Skirt;Clothing;Medium;Orange;Fall;434;1534
534;Shoes;Footwear;Large;Pink;Spring;435;1535
535;Coat;Outerwear;ExtraLargearge;Olive;Winter;436;1536
536;Pants;Clothing;Large;Cyan;Summer;437;1537
537;Jewelry;Accessories;Medium;Peach;Summer;438;1538
538;Belt;Accessories;Medium;Turquoise;Winter;439;1539
539;Jacket;Outerwear;Medium;Turquoise;Summer;440;1540
540;Shirt;Clothing;ExtraLargearge;Maroon;Winter;441;1541
541;Hoodie;Clothing;Medium;Maroon;Winter;442;1542
542;Sunglasses;Accessories;Medium;Olive;Fall;443;1543
543;Sunglasses;Accessories;Medium;Magenta;Summer;444;1544
544;Dress;Clothing;Medium;Red;Summer;445;1545
545;Boots;Footwear;Medium;Olive;Fall;446;1546
546;Shirt;Clothing;Medium;Silver;Summer;447;1547
547;Shorts;Clothing;Small;Turquoise;Spring;448;1548
548;Gloves;Accessories;Medium;Yellow;Summer;449;1549
549;Jewelry;Accessories;Large;Peach;Summer;450;1550
550;Boots;Footwear;Large;Beige;Summer;451;1551
551;Jewelry;Accessories;Medium;Pink;Summer;452;1552
552;Pants;Clothing;Medium;Violet;Summer;453;1553
553;Jewelry;Accessories;ExtraLargearge;Peach;Winter;454;1554
554;Jacket;Outerwear;Small;Gold;Summer;455;1555
555;Blouse;Clothing;ExtraLargearge;Gold;Fall;456;1556
556;Blouse;Clothing;Small;Indigo;Fall;457;1557
557;Gloves;Accessories;Medium;Blue;Spring;458;1558
558;Shorts;Clothing;Large;Black;Winter;459;1559
559;Hat;Accessories;Large;Black;Winter;460;1560
560;Shoes;Footwear;Large;Teal;Summer;461;1561
561;Boots;Footwear;Medium;Yellow;Winter;462;1562
562;Jacket;Outerwear;Medium;White;Fall;463;1563
563;Jewelry;Accessories;Small;Orange;Summer;464;1564
564;Sunglasses;Accessories;Medium;Silver;Winter;465;1565
565;Skirt;Clothing;Medium;Pink;Summer;466;1566
566;Jeans;Clothing;Large;Turquoise;Winter;467;1567
567;Backpack;Accessories;Small;Orange;Spring;468;1568
568;Backpack;Accessories;Small;Peach;Fall;469;1569
569;Shorts;Clothing;Large;Pink;Fall;470;1570
570;Dress;Clothing;Large;Teal;Summer;471;1571
571;Scarf;Accessories;ExtraLargearge;White;Winter;472;1572
572;Jeans;Clothing;Large;Gray;Winter;473;1573
573;Coat;Outerwear;Large;Olive;Spring;474;1574
